total_firms,classified_firms,unclassified_firms,high_growth_firms,not_high_growth_firms,classified_pct,high_growth_pct,mean_aagr,median_aagr,vienna_high_growth_share,vienna_high_growth_firms,vienna_total_firms
46085,18629,27456,1883,16746,40.423131170662906,10.107896290729508,0.042981070895329654,0.0,0.11936936936936937,371,10066
